t,gas_price,power_price,hydrogen_price,heat_demand,local_heat_demand,solar_thermal_heat_profile,normalized_solar_thermal_heat_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.max_volume_flow_compressor,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.max_volume_flow_compressor,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_supply,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_supply,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.heat_grid_to_local,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,local_heat_storage.heat_balance,local_heat_storage.heat_charging,local_heat_storage.heat_discharging,local_heat_storage.excess_heat_discharging,local_heat_storage.heat_content,local_heat_storage.bin_charge,local_heat_storage.bin_discharge,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
132,70.037,113.52,189.13813527585262,79.052,3.146762167898189,0.1926920619285957,0.1926920619285957,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779909586033195,2.779909586033195,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,3.146762167898189,0.0,0.0,0.0,74.85600840630043,0.0,4.195991593699581,0.0,-2.0,2.0,0.0,6.0,0.0,1.0,0.0,74.85600840630042,0.0,74.85600840630042,947.6814159369985,0.0,1.0,0.0,1.0,1.4220674170330363,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030979,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701184,0.006501951426365655,4.551457612332456,2.7912961492653143,3.146762167898189,4.195991593699581,47.64654535641631,1.0,1.0,0.85,0.0,0.85,12.75,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
133,70.037,113.52,189.13813527585262,68.2665,3.098987165487714,0.141162661797735,0.141162661797735,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331949,0.7799095860331949,0.0,0.0,0.0,1.288886584289497,1.288886584289497,0.0,3.098987165487714,0.0,0.0,0.0,64.07050840630042,0.0,4.195991593699581,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,64.0705084063004,0.0,64.0705084063004,883.6109075306981,0.0,1.0,0.0,1.0,1.0417804440672844,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030979,1.288886584289497,1.369228732232278,440.10761414763317,0.027091464276523567,1.5718129076701186,0.006501951426365656,4.88396958288773,2.4110091762995625,3.098987165487714,4.195991593699581,42.76257577352858,1.0,1.0,0.85,0.0,0.85,11.9,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
134,70.037,113.52,189.13813527585262,71.61,3.1361747927528687,0.0338544908337155,0.0338544908337155,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,3.1361747927528687,0.0,0.0,0.0,67.41400840630043,0.0,4.195991593699581,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,67.41400840630041,0.0,67.41400840630041,816.1968991243978,0.0,1.0,0.0,1.0,0.24984614235282038,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.10761414763317,0.027091464276523567,1.5718129076701182,0.006501951426365656,5.713091511867347,1.6190748745850982,3.1361747927528687,4.195991593699581,37.049484261661235,1.0,1.0,0.85,0.0,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
135,70.037,119.14,189.13813527585262,83.8105,3.185140994101184,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,3.185140994101184,0.0,156.328,0.0,164.0,80.18949999999998,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,-80.18949999999998,80.18949999999998,0.0,896.3863991243977,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-1.317974621057921,4.503115615159107,3.185140994101184,0.0,38.367458882719156,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
136,70.037,147.22,189.13813527585262,97.569,3.287608954903479,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,3.287608954903479,0.0,156.328,0.0,164.0,66.431,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-66.431,66.431,0.0,962.8173991243978,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-1.2155066602556275,4.503115615159107,3.287608954903479,0.0,39.58296554297478,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
137,70.037,153.4,189.13813527585262,105.67099999999999,3.569903748844632,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-124.88301150435419,1.9649884956458203,126.84800000000001,156.328,0.0,5.088886584289496,5.088886584289496,0.0,3.569903748844632,0.0,156.328,0.0,164.0,58.329,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,-58.329,58.329,0.0,1021.1463991243977,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-0.9332118663144726,4.503115615159107,3.569903748844632,0.0,40.516177409289256,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
138,70.037,153.4,189.13813527585262,108.177,4.044793373013147,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,0.0,4.044793373013147,156.328,0.0,164.0,51.778206626986844,0.0,4.044793373013147,0.0,0.0,0.0,4.0,1.0,0.0,0.0,-51.778206626986844,51.778206626986844,0.0,1072.9246057513847,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-4.5031156151591105,4.503115615159107,0.0,0.0,45.019293024448366,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
139,70.037,153.4,189.13813527585262,109.81949999999999,4.087907471427858,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-126.88301150435419,1.9649884956458203,128.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,4.087907471427858,0.0,156.328,0.0,164.0,54.18050000000001,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,-54.18050000000001,54.18050000000001,0.0,1127.1051057513846,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-0.4152081437312489,4.503115615159107,4.087907471427858,0.0,45.434501168179615,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
140,70.037,147.22,189.13813527585262,108.8905,4.195991593699581,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,0.0,4.195991593699581,156.328,0.0,164.0,50.91350840630042,0.0,4.195991593699581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-50.91350840630042,50.91350840630042,0.0,1178.018614157685,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-4.5031156151591105,4.503115615159107,0.0,0.0,49.937616783338726,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
141,70.037,133.18,189.13813527585262,107.30850000000001,4.0863379645155,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,4.0863379645155,0.0,156.328,0.0,164.0,56.6915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-56.6915,56.6915,0.0,1234.710114157685,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-0.41677765064360983,4.503115615159107,4.0863379645155,0.0,50.354394433982335,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
142,70.037,125.27,189.13813527585262,111.8585,3.8069241711665107,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-118.88301150435417,5.96498849564582,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,3.8069241711665107,0.0,156.328,0.0,164.0,52.14149999999999,0.0,0.0,-4.0,4.0,0.0,4.0,0.0,1.0,1.0,-52.14149999999999,52.14149999999999,0.0,1286.851614157685,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-0.6961914439925962,4.503115615159107,3.8069241711665107,0.0,51.05058587797493,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
143,70.037,127.15,189.13813527585262,103.218,3.378984046073698,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-126.88301150435419,1.9649884956458203,128.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,0.0,3.378984046073698,156.328,0.0,164.0,57.4030159539263,0.0,3.378984046073698,4.0,0.0,4.0,0.0,1.0,0.0,1.0,-57.4030159539263,57.4030159539263,0.0,1344.2546301116113,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-4.5031156151591105,4.503115615159107,0.0,0.0,55.55370149313404,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
144,70.037,124.78,189.13813527585262,104.7065,2.866254411101642,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-122.88301150435417,1.9649884956458203,124.848,156.328,0.0,5.088886584289496,5.088886584289496,0.0,2.866254411101642,0.0,156.328,0.0,164.0,59.2935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-59.2935,59.2935,0.0,1403.5481301116113,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-1.6368612040574675,4.503115615159107,2.866254411101642,0.0,57.19056269719151,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
145,70.037,114.12,189.13813527585262,104.1905,2.463584803640704,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,101.69917443620129,33.17173028400343,57.70964668378299,10.266232960383679,1.7209556266617911,50.849587218100645,50.849587218100645,1.0,156.328,62.424,82.0,15.762,1.9,78.164,78.164,-93.70266779199419,1.8930624920092374,95.59573028400342,129.01358721810064,0.0,4.909842210951288,4.909842210951288,0.0,2.463584803640704,0.0,129.01358721810064,0.0,139.70964668378298,35.51914668378299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-35.51914668378299,35.51914668378299,0.0,1439.0672767953943,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.6309265696791402,4.059842210951288,4.312910593780644,1386.2875842272692,0.0853349484485014,4.951027086525961,0.020480387627640335,-1.849325790139872,4.312910593780644,2.463584803640704,0.0,59.03988848733138,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
146,70.037,113.79,189.13813527585262,104.261,2.459646920159855,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43844617139904846,0.43844617139904846,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.459646920159855,0.0,0.0,0.0,100.06500840630042,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.06500840630042,0.0,100.06500840630042,1339.0022683890938,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.17631024906895137,0.4388865842894968,0.4662443761347167,149.86371170860866,0.00922507873435489,0.5352275418164595,0.0022140188962451735,6.189394137724776,0.4662443761347167,2.459646920159855,4.195991593699581,52.850494349606606,1.0,1.0,0.0,0.85,0.85,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
147,70.037,113.79,189.13813527585262,103.581,2.2393436112441814,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.2393436112441814,0.0,0.0,0.0,99.38500840630041,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.38500840630041,0.0,99.38500840630041,1239.6172599827935,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.0661064727114535,1.3692287322322778,2.2393436112441814,4.195991593699581,47.78438787689515,1.0,1.0,0.85,0.0,0.85,10.2,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
148,70.037,111.79,189.13813527585262,104.261,2.362988026802893,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.362988026802893,0.0,0.0,0.0,100.06500840630042,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.06500840630042,0.0,100.06500840630042,1139.5522515764928,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.189750888270169,1.3692287322322778,2.362988026802893,4.195991593699581,42.594636988624984,1.0,1.0,0.85,0.0,0.85,9.35,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
149,70.037,111.78,189.13813527585262,106.8915,2.2584249765541604,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.2584249765541604,0.0,0.0,0.0,106.8915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106.8915,0.0,106.8915,1032.6607515764929,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,0.8891962443218517,1.3692287322322778,2.2584249765541604,0.0,41.70544074430313,1.0,1.0,0.85,0.0,0.85,8.5,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
